Artist,Song Name,Lyrics,Mood
Coldplay,Viva La Vida,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy’s eyes
Listened as the crowd would sing
Now the old king is dead long live the king
One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
Missionaries in a foreign field
For some reason I can’t explain
Once you’d gone there was never
Never an honest word
And that was when I ruled the world

It was a wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn’t believe what I’d become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can’t explain
I know St Peter won’t call my name
Never an honest word
But that was when I ruled the world

Hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can’t explain
I know St Peter won’t call my name
Never an honest word
But that was when I ruled the world",Happy
"Ed Sheeran
",Perfect,"I found a love, for me
Darling, just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waiting for me
'Cause we were just kids when we fell in love
Not knowing what it was
I will not give you up this time
But darling, just kiss me slow
Your heart is all I own
And in your eyes, you're holding mine
Baby, I'm dancing in the dark
With you between my arms
Barefoot on the grass
Listening to our favourite song
When you said you looked a mess
I whispered underneath my breath
But you heard it
Darling, you look perfect tonight
Well, I found a woman, stronger than anyone I know
She shares my dreams, I hope that someday I'll share her home
I found a lover, to carry more than just my secrets
To carry love, to carry children of our own
We are still kids, but we're so in love
Fighting against all odds
I know we'll be alright this time
Darling, just hold my hand
Be my girl, I'll be your man
I see my future in your eyes
Baby, I'm dancing in the dark
With you between my arms
Barefoot on the grass
Listening to our favorite song
When I saw you in that dress, looking so beautiful
I don't deserve this
Darling, you look perfect tonight
Baby, I'm dancing in the dark
With you between my arms
Barefoot on the grass
Listening to our favorite song
I have faith in what I see
Now I know I have met an angel in person
And she looks perfect
I don't deserve this
You look perfect tonight",Happy
Harry Styles,Watermelon sugar,"Tastes like strawberries
On a summer evenin'
And it sounds just like a song
I want more berries
And that summer feelin'
It's so wonderful and warm
Breathe me in
Breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar high
Watermelon sugar
Strawberries
On a summer evenin'
Baby, you're the end of June
I want your belly
And that summer feelin'
Getting washed away in you
Breathe me in
Breathe me out
I don't know if I could ever go without
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar high
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar high
I just wanna taste it
I just wanna taste it
Watermelon sugar high
Tastes like strawberries
On a summer evenin'
And it sounds just like a song
I want your belly
And that summer feelin'
I don't know if I could ever go without
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar (sugar)
High
Watermelon sugar high (sugar)
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar high
I just wanna taste it
I just wanna taste it
Watermelon sugar high
I just wanna taste it
I just wanna taste it
Watermelon sugar high
Watermelon sugar",Happy
Harry Styles,Golden,"Hey!
Golden, golden, golden
As I open my eyes
Hold it, focus, hoping
Take me back to the light
I know you were way too bright for me
I'm hopeless, broken
So you wait for me in the sky
Browns my skin just right
You're so golden
You're so golden
I'm out of my head
And I know that you're scared
Because hearts get broken
I don't wanna be alone
I don't wanna be alone
When it ends
Don't wanna let you know
I don't wanna be alone
But I, I can feel it take a hold (I can feel it take a hold)
I can feel you take control (I can feel you take control)
Of who I am and all I've ever known
Loving you's the antidote
Golden
You're so golden
I don't wanna be alone
You're so golden
You're so golden
I'm out of my head
And I know that you're scared
Because hearts get broken
I know that you're scared
Because I'm so open
You're so golden
I don't wanna be alone
You're so golden
You're so golden
You're so golden
I'm out of my head
And I know that you're scared
Because hearts get broken
Source: LyricFind",Happy
Queen,Don't stop me now,"
Tonight
I'm gonna have myself a real good time
I feel alive
And the world, I'll turn it inside out
Yeah!
I'm floating around
In ecstasy

So don't stop me now, don't stop me
'Cause I'm having a good time, having a good time

I'm a shooting star leaping through the sky
Like a tiger defying the laws of gravity
I'm a racing car passing by
Like Lady Godiva
I'm gonna go, go, go
There's no stopping me

I'm burning through the sky
Yeah!
Two hundred degrees
That's why they call me Mister Fahrenheit
I'm traveling at the speed of light
I wanna make a supersonic man out of you

Don't stop me now
I'm having such a good time
I'm having a ball
Don't stop me now
If you wanna have a good time
Just give me a call

Don't stop me now
'Cause I'm having a good time
Don't stop me now
Yes, I'm having a good time
I don't wanna stop at all, yeah!

I'm a rocket ship on my way to Mars
On a collision course
I am a satellite
I'm out of control
I'm a sex machine ready to reload
Like an atom bomb about to-oh-oh-oh-oh-oh explode

I'm burning through the sky
Yeah!
Two hundred degrees
That's why they call me Mister Fahrenheit
I'm traveling at the speed of light
I wanna make a supersonic woman of you

Don't stop me
Don't stop me
Don't stop me
Hey, hey, hey!

Don't stop me
Don't stop me
Ooh, ooh, ooh
I like it

Don't stop me
Don't stop me
Have a good time, good time

Don't stop me
Don't stop me

Ooh, let loose, honey, alright

Oh, I'm burning through the sky
Yeah!
Two hundred degrees
That's why they call me Mister Fahrenheit (Hey)
Traveling at the speed of light
I wanna make a supersonic man out of you (Hey, hey)

Don't stop me now
I'm having such a good time
I'm having a ball
Don't stop me now
If you wanna have a good time
Alright
Just give me a call

Don't stop me now
'Cause I'm having a good time (Hey, hey)
Don't stop me now
Yes, I'm having a good time
I don't wanna stop at all

Ah, da, da, da, da
Da, da, ah, ah
Ah, da, da, ah, ah, ah
Ah, da, da
Ah, da, da, ah, ah
Ooh, ooh-ooh, ooh-ooh",Happy
The Monkees,I'm a Believer,"I thought love was only true in fairy tales
Meant for someone else but not for me
Love was out to get me
That's the way it seemed
Disappointment haunted all of my dreams
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love
I'm a believer, I couldn't leave her if I tried
I thought love was more or less a giving thing
Seems the more I gave the less I got
What's the use in tryin'
All you get is pain?
When I needed sunshine, I got rain
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love
I'm a believer, I couldn't leave her if I tried
Oh
Oh, love was out to get me
Now, that's the way it seemed
Disappointment haunted all of my dreams
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love
I'm a believer, I couldn't leave her if I tried
Yes, I saw her face, now I'm a believer
Not a trace of doubt in my mind
Said, I'm a believer, yeah, yeah, yeah, yeah, yeah, yeah (I'm a believer)
Said, I'm a believer, yeah (I'm a believer)
I said, I'm a believer, yeah (I'm a believer)Another moment passing by (Up, up, up all night)
The party's ending but it's now or never
Nobody's going home tonight (Up, up, up all night)
Katy Perry's on replay, she's on replay
DJ got the floor to shake, the floor to shake
People going all the way, yeah, all the way
I'm still wide awake
I wanna stay up all night
And jump around until we see the sun
I wanna stay up all night
And find a girl and tell her she's the one
Hold on to the feeling
And don't let it go
'Cause we got the floor now
Get out of control
I wanna stay up all night
And do it all with you
Up, up, up all night like this, all night, hey
Up all night like this, all night, hey
Up all night
Don't even care about the table breaking
We only wanna have a laugh (Up, up, up all night)
I'm only thinking 'bout this girl I'm seeing
I hope, she'll wanna kiss me back (Up, up, up all night)
Katy Perry's on replay, she's on replay
DJ got the floor to shake, the floor to shake
People going all the way, yeah, all the way
I'm still wide awake
I wanna stay up all night
And jump around until we see the sun
I wanna stay up all night
And find a girl and tell her she's the one
Hold on to the feeling
And don't let it go
'Cause we got the floor now
Get out of control
I wanna stay up all night
And do it all with you
Up, up, up all night like this, all night, hey
Up all night like this, all night, hey
Up all night
Katy Perry's on replay, she's on replay
(We're gonna wanna stay up all night)
DJ got the floor to shake, the floor to shake
(We're gonna wanna stay up all night)
(Up all night, up all night)
(We're gonna wanna stay up all night)
I wanna stay up all night
And jump around until we see the sun
I wanna stay up all night
And find a girl and tell her she's the one (She's the one)
Hold on to the feeling
And don't let it go
'Cause we got the floor now
Get out of control
I wanna stay up all night
And do it all with you (Do it all with you)
Up, up, up all night like this, all night, hey
Up all night like this, all night, hey
Up all night",Happy
Justin Timberlake,Can’t Stop the Feeling,"Ah, yeah, ah, yeah
I got this feelin' inside my bones
It goes electric, wavy when I turn it on
All through my city, all through my home
We're flyin' up, no ceilin', when we in our zone
I got that sunshine in my pocket
Got that good soul in my feet
I feel that hot blood in my body when it drops (ooh)
I can't take my eyes up off it, movin' so phenomenally
Room on lock, the way we rock it, so don't stop
And under the lights when everything goes
Nowhere to hide when I'm gettin' you close
When we move, well, you already know
So just imagine, just imagine, just imagine
Nothin' I can see but you when you dance, dance, dance
Feel a good, good creepin' up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leavin' soon, so keep dancin'
I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin'
So just dance, dance, dance, come on
Ooh, it's something magical
It's in the air, it's in my blood, it's rushin' on (rushin' on)
I don't need no reason, don't need control (need control)
I fly so high, no ceiling, when I'm in my zone
'Cause I got that sunshine in my pocket
Got that good soul in my feet
I feel that hot blood in my body when it drops (ooh)
I can't take my eyes up off it, moving so phenomenally
Room on lock, the way we rock it, so don't stop (stop, stop, stop)
Under the lights when everything goes
Nowhere to hide when I'm gettin' you close
When we move, well, you already know
So just imagine, just imagine, just imagine
Nothing I can see but you when you dance, dance, dance
Feel a good, good, creepin' up on you
So just dance, dance, dance, come on
All those things I shouldn't do
But you dance, dance, dance
And ain't nobody leavin' soon, so keep dancin'
I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin'
So just dance, dance, dance
I can't stop the feelin' (yeah)
So keep dancin', come on
Oh, yeah, yeah
I can't stop the, I can't stop the
I can't stop the, I can't stop the
I can't stop the feelin'
Nothin' I can see but you when you dance, dance, dance (I can't stop the feelin')
Feel the good, good, creepin' up on you
So just dance, dance, dance, come on (I can't stop the feelin')
All those things I shouldn't do
But you dance, dance, dance (dance, dance, dance) (I can't stop the feelin')
And ain't nobody leavin' soon, so keep dancin'
Everybody sing (I can't stop the feelin')
Got this feeling in my body (I can't stop the feelin')
Got this feeling in my body (I can't stop the feelin')
Wanna see you move your body (I can't stop the feelin')
Got this feelin' in my body
Break it down
Got this feelin' in my body (ah)
Can't stop the feelin'
Got this feelin' in my body, come on (ooh)",Happy
"Ed Sheeran
",Shape of you,"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Every day discovering something brand new
I'm in love with the shape of you",Happy
Bobby McFerrin,"Don't Worry, Be Happy","Here's a little song I wrote
You might want to sing it note for note
Don't worry, be happy
In every life we have some trouble
But when you worry, you make it double
Don't worry, be happy
Don't worry, be happy now
Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
Ain't got no place to lay your head
Somebody came and took your bed
Don't worry, be happy
The landlord say your rent is late
He may have to litigate
Don't worry, be happy (look at me, I'm happy)
Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Hey I give you my phone number
When you worry, call me, I make you happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh)
Ain't got no cash, ain't got no style
Ain't got no gal to make you smile
But don't worry, be happy
'Cause when you worry your face will frown
And that will bring everybody down
So don't worry, be happy
Don't worry, be happy now
Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
Now there is this song I wrote
I hope you learned it note for note, like good little children
Dn't worry, be happy
Now listen to what I said, in your life expect some trouble
But when you worry, you make it double
But don't worry, be happy, be happy now
Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) Don't worry
(Ooh-ooh-ooh-ooh) Be happy
(Ooh-ooh-ooh) Don't worry, be happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) don't worry, don't worry
(Ooh-ooh-ooh-ooh) Don't do it, be happy
(Ooh-ooh-ooh) Put a smile in your face, don't bring everybody down like this
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) Don't worry
(Ooh-ooh-ooh-ooh) It will soon pass, whatever it is
(Ooh-ooh-ooh) don't worry, be happy
(Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh) I'm not worried
(Ooh-ooh-ooh-ooh) I'm happy",Happy
Mark Ronson,Uptown Funk,"Doh
Doh doh doh, doh doh doh
Doh doh
Doh doh doh, doh doh doh
Doh doh
Doh doh doh, doh doh doh
Doh doh
Doh doh doh (aaaaaow!)
This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wildin'
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty
I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn)
Say my name, you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
'Cause Uptown Funk gon' give it to you (wooh)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night, and we in the spot
Don't believe me, just watch, come on!
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!
Stop
Wait a minute
Fill my cup, put some liquor in it
Take a sip, sign a check
Julio, get the stretch
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy
I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn, hot damn)
Bitch, say my name, you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
'Cause Uptown Funk gon' give it to you (wooh)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night, and we in the spot
Don't believe me, just watch, come on!
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!
Before we leave
I'mma tell y'all a lil' something
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
I said Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Come on, dance, jump on it
If you sexy than flaunt it
If you freaky then own it
Don't brag about it, come show me
Come on, dance, jump on it
If you sexy than flaunt it
Well, it's Saturday night, and we in the spot
Don't believe me, just watch, come on!
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up",Happy
Kelly Clarkson,Stronger,"You know the bed feels warmer
Sleeping here alone (sleeping here alone)
You know I dream in color
And do the things I want (I do the things I want)
You think you got the best of me
Think you've had the last laugh
Bet you think that everything good is gone
Think you left me broken down
Think that I'll come running back
Baby, you don't know me, 'cause you're dead wrong
What doesn't kill you makes you stronger
Stand a little taller
Doesn't mean I'm lonely when I'm alone
What doesn't kill you makes a fighter
Footsteps even lighter
Doesn't mean I'm over 'cause you're gone
What doesn't kill you makes you stronger, stronger
Just me, myself and I
What doesn't kill you makes you stronger
Stand a little taller
Doesn't mean I'm lonely when I'm alone
You heard that I was starting over with someone new
They told you I was moving on over you
You didn't think that I'd come back
I'd come back swinging
You tried to break me but you see
What doesn't kill you makes you stronger
Stand a little taller
Doesn't mean I'm lonely when I'm alone
What doesn't kill you makes a fighter
Footsteps even lighter
Doesn't mean I'm over 'cause you're gone
What doesn't kill you makes you stronger, stronger
Just me, myself and I
What doesn't kill you makes you stronger
Stand a little taller
Doesn't mean I'm lonely when I'm alone
Thanks to you I got a new thing started
Thanks to you I'm not the broken hearted
Thanks to you I'm finally thinkin' 'bout me
You know in the end the day you left was just my beginning
In the end
What doesn't kill you makes you stronger (stronger)
Stand a little taller
Doesn't mean I'm lonely when I'm alone
What doesn't kill you makes a fighter
Footsteps even lighter
Doesn't mean I'm over 'cause you're gone
What doesn't kill you makes you stronger, stronger
Just me, myself and I
What doesn't kill you makes you stronger
Stand a little taller
Doesn't mean I'm lonely when I'm alone (what doesn't kill you)
What doesn't kill you makes you stronger, stronger
Just me, myself and I (what doesn't kill you)
What doesn't kill you makes you stronger (stronger)
Stand a little taller (taller)
Doesn't mean I'm lonely when I'm alone (what doesn't kill you)
When I'm alone",Happy
OneRepublic,Good Life,"Woke up in London yesterday
Found myself in the city, near Picadilly
Don't really know how I got here
I got some pictures on my phone
New names and numbers that I don't know
Address to places like Abbey Road
Day turns to night
Night turns to whatever we want
We're young enough to say
Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life
Oh, oh, oh, oh, oh, oh
To my friends in New York, I say hello
My friends in L.A. they don't know
Where I've been for the past few years or so
Paris to China to Colorado
Sometimes there's airplanes I can't jump out
Sometimes there's bullshit that don't work now
We all got our stories but please, tell me
What there's to complain about
When you're happy like a fool
Let it take you over
When everything is out
You gotta take it in
Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life
Oh, oh, oh, oh, oh, oh
Oh, good, good life
Oh, oh, yeah, oh, oh, oh, oh
Hopelessly I feel like there might be something that I'll miss
Hopelessly I feel like the window closes oh so quick
Hopelessly I'm taking a mental picture of you now
'Cause hopelessly the hope is we have so much to feel good about
Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life
Oh, yeah
Good, good life
Good life
Oh, oh, oh, oh, oh, oh
Listen
To my friends in New York, I say hello
My friends in L.A. they don't know
Where I've been for the past few years or so
Paris to China to Colorado
Sometimes there's airplanes I can't jump out
Sometimes there's bullshit that don't work now
We all got our stories but please, tell me
What there's to complain about",Happy
BTS,Dynamite,"Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum, rolling on like a Rolling Stone
Sing song when I'm walking home
Jump up to the top, LeBron
Ding dong, call me on my phone
Ice tea and a game of ping pong, huh
This is getting heavy
Can you hear the bass boom? I'm ready (woo hoo)
Life is sweet as honey
Yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Hey, so let's go
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Bring a friend, join the crowd
Whoever wanna come along
Word up, talk the talk
Just move like we off the wall
Day or night, the sky's alight
So we dance to the break of dawn
Ladies and gentlemen, I got the medicine
So you should keep ya eyes on the ball, huh
This is getting heavy
Can you hear the bass boom? I'm ready (woo hoo)
Life is sweet as honey
Yeah, this beat cha-ching like money
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Let's go
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Light it up like dynamite
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Light it up like dynamite
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight
Shining through the city with a little funk and soul
So I'ma light it up like dynamite (this is ah)
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (alight, oh)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa (light it up like dynamite)
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh",Happy
BTS,Butter,"Smooth like butter, like a criminal undercover
Gon' pop like trouble breaking into your heart like that, ooh
Cool shade, stunner, yeah, I owe it all to my mother, uh
Hot like summer, yeah, I'm making you sweat like that (break it down!)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
A side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right-left, to my beat
Get it, let it roll
Smooth like butter, pull you in like no other
Don't need no Usher to remind me you got it bad
Ain't no other that can sweep you up like a robber
Straight up, I (got ya)
Making you fall like that (break it down)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
Side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
A side step, right-left, to my beat
Get it, let it roll
Get it, let it roll
Get it, let it roll
Ice on my wrist, I'm the nice guy
Got the right body and the right mind
Rolling up the party, got the right vibe
Smooth like (butter), hate us (love us)
Fresh boy, pull up and we lay low
All the players get moving when the bass low
Got ARMY right behind us when we say so
Let's go
Side step, right-left, to my beat (right-left, to my beat)
High like the moon, rock with me, baby
You know that I got that heat
Let me show you 'cause talk is cheap (you know that talk is cheap)
Side step, right-left, to my beat
Get it, let it roll
Smooth like (butter), cool shade (stunner)
And you know we don't stop
Hot like (summer), ain't no (bummer)
You'll be like, ""Oh my God""
We gon' make you rock, and you say (yeah)
We gon' make you bounce, and you say (yeah)
Hotter, sweeter, cooler, butter!
Get it, let it roll",Happy
Calvin Harris,This Is What You Came For,"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh
We go fast with the game we play
Who knows why it's gotta be this way
We say nothin' more than we need
I say, ""Your place"", when we leave
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh
Baby, this is what you came for
Lightning strikes every time she moves
Yeah
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh",Happy
Kristen Bell and Santino Fontana,"Love Is an Open Door
","Okay, can I just, say something crazy?
I love crazy!
All my life has been a series of doors in my face
And then suddenly I bump into you
I was thinking the same thing! 'Cause like
I've been searching my whole life to find my own place
And maybe it's the party talking or the chocolate fondue
But with you
But with you
I found my place
I see your face
And it's nothing like I've ever known before!
Love is an open door!
Love is an open door!
Love is an open door!
With you!
With you!
With you!
With you!
Love is an open door
I mean it's crazy
What?
We finish each other's
Sandwiches!
That's what I was gonna say!
I've never met someone
Who thinks so much like me!
Jinx! Jinx again!
Our mental synchronization
Can have but one explanation
You
And I
Were
Just
Meant to be!
Say goodbye
Say goodbye
To the pain of the past
We don't have to feel it anymore!
Love is an open door!
Love is an open door!
Life can be so much more!
With you!
With you!
With you!
With you!
Love is an open door
Can I say something crazy?
Will you marry me?
Can I say something even crazier? Yes!",Happy
